launch_date,vehicle,mission_name,orbit,outcome,source,launch_site,lat,lon,label
2024-06-19 03:40:00,F9 B5 B1082‑5,Starlink: Group 9-1 (20 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-06-20 21:35:00,F9 B5 B1080‑9,Astra 1P,GTO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,A SES satellite serving major broadcasters across Europe.,A SES satellite serving major broadcasters across Europe.,A SES satellite serving major broadcasters across Europe.,A SES satellite serving major broadcasters across Europe.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-06-23 17:15:00,F9 B5 B1078‑11,Starlink: Group 10-2 (22 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Launch of 22 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. A launch attempt on June 14 was scrubbed when B1073 commanded an abort seconds after engine ignition. The payload and second stage were moved to B1078 for launch.[123] 1st time flying a fairing half for the 20th time.,Launch of 22 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. A launch attempt on June 14 was scrubbed when B1073 commanded an abort seconds after engine ignition. The payload and second stage were moved to B1078 for launch.[123] 1st time flying a fairing half for the 20th time.,Launch of 22 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. A launch attempt on June 14 was scrubbed when B1073 commanded an abort seconds after engine ignition. The payload and second stage were moved to B1078 for launch.[123] 1st time flying a fairing half for the 20th time.,Launch of 22 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. A launch attempt on June 14 was scrubbed when B1073 commanded an abort seconds after engine ignition. The payload and second stage were moved to B1078 for launch.[123] 1st time flying a fairing half for the 20th time.,SpaceX,Cape Canaveral,28.5721,-80.648,0
2024-06-24 03:47:00,F9 B5 B1075‑11,Starlink: Group 9-2 (20 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-06-25 21:26:00,Falcon Heavy B5 B1087 (core),GOES-U (GOES-19)[126],GTO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-06-25 21:26:00,B1072‑1 (side),GOES-U (GOES-19)[126],GTO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-06-25 21:26:00,B1086‑1 (side),GOES-U (GOES-19)[126],GTO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"In September 2021, NASA awarded SpaceX a $152.5 million contract to provide launch services for the GOES-U weather satellite (renamed as GOES-19 after reaching geostationary orbit).[127] Fourth time a second stage featured Falcon medium coast mission-extension kit. Center core expended as side boosters landed on LZ-1 and 2.","In September 2021, NASA awarded SpaceX a $152.5 million contract to provide launch services for the GOES-U weather satellite (renamed as GOES-19 after reaching geostationary orbit).[127] Fourth time a second stage featured Falcon medium coast mission-extension kit. Center core expended as side boosters landed on LZ-1 and 2.","In September 2021, NASA awarded SpaceX a $152.5 million contract to provide launch services for the GOES-U weather satellite (renamed as GOES-19 after reaching geostationary orbit).[127] Fourth time a second stage featured Falcon medium coast mission-extension kit. Center core expended as side boosters landed on LZ-1 and 2.","In September 2021, NASA awarded SpaceX a $152.5 million contract to provide launch services for the GOES-U weather satellite (renamed as GOES-19 after reaching geostationary orbit).[127] Fourth time a second stage featured Falcon medium coast mission-extension kit. Center core expended as side boosters landed on LZ-1 and 2.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-06-27 11:14:00,F9 B5 B1062‑22,Starlink: Group 10-3 (23 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. First booster to fly for the 22nd time, new record.","Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. First booster to fly for the 22nd time, new record.","Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. First booster to fly for the 22nd time, new record.","Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. First booster to fly for the 22nd time, new record.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-06-29 03:14:00,F9 B5 B1081‑8,NROL-186 (~21 Starshield satellites),SSO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,The second launch of SpaceX/Northrop Grumman built Starshield satellites for the National Reconnaissance Office.,The second launch of SpaceX/Northrop Grumman built Starshield satellites for the National Reconnaissance Office.,The second launch of SpaceX/Northrop Grumman built Starshield satellites for the National Reconnaissance Office.,The second launch of SpaceX/Northrop Grumman built Starshield satellites for the National Reconnaissance Office.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-07-03 08:55:00,F9 B5 B1073‑16,Starlink: Group 8-9 (20 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 100th Starlink satellite launched with direct-to-cell connectivity.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 100th Starlink satellite launched with direct-to-cell connectivity.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 100th Starlink satellite launched with direct-to-cell connectivity.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 100th Starlink satellite launched with direct-to-cell connectivity.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-07-08 23:30:00,F9 B5 B1076‑15,Türksat 6A,GTO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,First domestically produced Turkish communications satellite.[132],First domestically produced Turkish communications satellite.[132],First domestically produced Turkish communications satellite.[132],First domestically produced Turkish communications satellite.[132],SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-07-12 02:35:00,F9 B5 B1063‑19,Starlink: Group 9-3 (20 satellites),LEO,Failure,SpaceX,Cape Canaveral,28.5721,-80.648,0
,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, that failed to reach the target orbit. The mission experienced a failure of its second stage. While the initial burn proceeded as planned, a subsequent liquid oxygen leak led to engine disintegration during a planned second burn.[134][135] All starlink satellites were deployed, but without the additional burn, all Starlink satellites were lost due to atmospheric drag.[136] The incident marked the first Falcon 9 Block 5 failure since its introduction, ending a streak of 325 consecutive successful Falcon 9 launches following the pre-flight anomaly of AMOS-6.[137][138] The FAA initiated a SpaceX-performed mishap investigation, halting Falcon 9 launches until concluding that no public safety risks were present.[139] The rocket was cleared to resume flight on July 25, 2024, though the overall investigation remained open.[140]","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, that failed to reach the target orbit. The mission experienced a failure of its second stage. While the initial burn proceeded as planned, a subsequent liquid oxygen leak led to engine disintegration during a planned second burn.[134][135] All starlink satellites were deployed, but without the additional burn, all Starlink satellites were lost due to atmospheric drag.[136] The incident marked the first Falcon 9 Block 5 failure since its introduction, ending a streak of 325 consecutive successful Falcon 9 launches following the pre-flight anomaly of AMOS-6.[137][138] The FAA initiated a SpaceX-performed mishap investigation, halting Falcon 9 launches until concluding that no public safety risks were present.[139] The rocket was cleared to resume flight on July 25, 2024, though the overall investigation remained open.[140]","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, that failed to reach the target orbit. The mission experienced a failure of its second stage. While the initial burn proceeded as planned, a subsequent liquid oxygen leak led to engine disintegration during a planned second burn.[134][135] All starlink satellites were deployed, but without the additional burn, all Starlink satellites were lost due to atmospheric drag.[136] The incident marked the first Falcon 9 Block 5 failure since its introduction, ending a streak of 325 consecutive successful Falcon 9 launches following the pre-flight anomaly of AMOS-6.[137][138] The FAA initiated a SpaceX-performed mishap investigation, halting Falcon 9 launches until concluding that no public safety risks were present.[139] The rocket was cleared to resume flight on July 25, 2024, though the overall investigation remained open.[140]","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, that failed to reach the target orbit. The mission experienced a failure of its second stage. While the initial burn proceeded as planned, a subsequent liquid oxygen leak led to engine disintegration during a planned second burn.[134][135] All starlink satellites were deployed, but without the additional burn, all Starlink satellites were lost due to atmospheric drag.[136] The incident marked the first Falcon 9 Block 5 failure since its introduction, ending a streak of 325 consecutive successful Falcon 9 launches following the pre-flight anomaly of AMOS-6.[137][138] The FAA initiated a SpaceX-performed mishap investigation, halting Falcon 9 launches until concluding that no public safety risks were present.[139] The rocket was cleared to resume flight on July 25, 2024, though the overall investigation remained open.[140]",SpaceX,Cape Canaveral,28.5721,-80.648,0
2024-07-27 05:45:00,F9 B5 B1069‑17,Starlink: Group 10-9 (23 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. Return-to-flight mission.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. Return-to-flight mission.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. Return-to-flight mission.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. Return-to-flight mission.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-07-28 05:09:00,F9 B5 B1077‑14,Starlink: Group 10-4 (23 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 300th Falcon first-stage reflight.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 300th Falcon first-stage reflight.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 300th Falcon first-stage reflight.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. 300th Falcon first-stage reflight.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-07-28 09:22:00,F9 B5 B1071‑17,Starlink: Group 9-4 (21 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-08-02 05:01:00,F9 B5 B1078‑12,Starlink: Group 10-6 (23 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-08-04 07:24:00,F9 B5 B1082‑6,Starlink: Group 11-1 (23 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Launch of 23 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-08-04 15:02:00,F9 B5 B1080‑10,"CRS NG-21 (S.S. Francis R. ""Dick"" Scobee)",LEO (ISS),Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Second of four launches Northrop Grumman acquired from SpaceX while a replacement rocket stage is developed for its Antares rocket. Unmanned Enhanced Cygnus cargo spacecraft named in honor of Francis R. ""Dick"" Scobee. Eleventh flight with short nozzle second stage aimed at lowering costs and improving launch cadence, but is only suitable for missions with lower performance requirements.","Second of four launches Northrop Grumman acquired from SpaceX while a replacement rocket stage is developed for its Antares rocket. Unmanned Enhanced Cygnus cargo spacecraft named in honor of Francis R. ""Dick"" Scobee. Eleventh flight with short nozzle second stage aimed at lowering costs and improving launch cadence, but is only suitable for missions with lower performance requirements.","Second of four launches Northrop Grumman acquired from SpaceX while a replacement rocket stage is developed for its Antares rocket. Unmanned Enhanced Cygnus cargo spacecraft named in honor of Francis R. ""Dick"" Scobee. Eleventh flight with short nozzle second stage aimed at lowering costs and improving launch cadence, but is only suitable for missions with lower performance requirements.","Second of four launches Northrop Grumman acquired from SpaceX while a replacement rocket stage is developed for its Antares rocket. Unmanned Enhanced Cygnus cargo spacecraft named in honor of Francis R. ""Dick"" Scobee. Eleventh flight with short nozzle second stage aimed at lowering costs and improving launch cadence, but is only suitable for missions with lower performance requirements.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-08-10 12:50:00,F9 B5 B1067‑21,Starlink: Group 8-3 (21 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-08-12 02:02:00,F9 B5 B1061‑22,ASBM 1 (GX 10A) & ASBM 2 (GX 10B),Molniya,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Space Norway launched two satellites built by Inmarsat for the Arctic Satellite Broadband Mission (ASBM) system into highly elliptical Molniya transfer orbits[149] (apogee: 43,509 km (27,035 mi), perigee: 8,089 km (5,026 mi), 63.4° inclination) to provide communication coverage to high latitudes not served by geosynchronous satellites.[150][151][152] Second booster to fly for the 22nd time.","Space Norway launched two satellites built by Inmarsat for the Arctic Satellite Broadband Mission (ASBM) system into highly elliptical Molniya transfer orbits[149] (apogee: 43,509 km (27,035 mi), perigee: 8,089 km (5,026 mi), 63.4° inclination) to provide communication coverage to high latitudes not served by geosynchronous satellites.[150][151][152] Second booster to fly for the 22nd time.","Space Norway launched two satellites built by Inmarsat for the Arctic Satellite Broadband Mission (ASBM) system into highly elliptical Molniya transfer orbits[149] (apogee: 43,509 km (27,035 mi), perigee: 8,089 km (5,026 mi), 63.4° inclination) to provide communication coverage to high latitudes not served by geosynchronous satellites.[150][151][152] Second booster to fly for the 22nd time.","Space Norway launched two satellites built by Inmarsat for the Arctic Satellite Broadband Mission (ASBM) system into highly elliptical Molniya transfer orbits[149] (apogee: 43,509 km (27,035 mi), perigee: 8,089 km (5,026 mi), 63.4° inclination) to provide communication coverage to high latitudes not served by geosynchronous satellites.[150][151][152] Second booster to fly for the 22nd time.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-08-12 10:37:00,F9 B5 B1073‑17,Starlink: Group 10-7 (23 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-08-15 13:00:00,F9 B5 B1076‑16,WorldView Legion 3 & 4,LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Maxar Technologies built satellites.[99][155],Maxar Technologies built satellites.[99][155],Maxar Technologies built satellites.[99][155],Maxar Technologies built satellites.[99][155],SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-08-16 18:56:00,F9 B5 B1075‑12,Transporter-11 (116 payload smallsat rideshare),SSO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Dedicated SmallSat Rideshare mission to sun-synchronous orbit.[67] Fifth time a second stage featured Falcon medium coast mission-extension kit.,Dedicated SmallSat Rideshare mission to sun-synchronous orbit.[67] Fifth time a second stage featured Falcon medium coast mission-extension kit.,Dedicated SmallSat Rideshare mission to sun-synchronous orbit.[67] Fifth time a second stage featured Falcon medium coast mission-extension kit.,Dedicated SmallSat Rideshare mission to sun-synchronous orbit.[67] Fifth time a second stage featured Falcon medium coast mission-extension kit.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-08-20 13:20:00,F9 B5 B1085‑1,Starlink: Group 10-5 (23 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 23 Starlink v2 mini satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-08-28 07:48:00,F9 B5 B1062‑23,Starlink: Group 8-6 (21 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 21 Starlink v2 mini-satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. The booster was making its 23rd flight, a new record. The booster caught fire during the touchdown, immediately tipped over, and was destroyed. This marked the first landing failure in over three years, ending a streak of 267 successful landings and the first failure on the A Shortfall of Gravitas platform.[159] The FAA required SpaceX to investigate the landing failure.[160][161] On Aug 30, the FAA approved the request for SpaceX to return Falcon 9 to launch.[162]","Launch of 21 Starlink v2 mini-satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. The booster was making its 23rd flight, a new record. The booster caught fire during the touchdown, immediately tipped over, and was destroyed. This marked the first landing failure in over three years, ending a streak of 267 successful landings and the first failure on the A Shortfall of Gravitas platform.[159] The FAA required SpaceX to investigate the landing failure.[160][161] On Aug 30, the FAA approved the request for SpaceX to return Falcon 9 to launch.[162]","Launch of 21 Starlink v2 mini-satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. The booster was making its 23rd flight, a new record. The booster caught fire during the touchdown, immediately tipped over, and was destroyed. This marked the first landing failure in over three years, ending a streak of 267 successful landings and the first failure on the A Shortfall of Gravitas platform.[159] The FAA required SpaceX to investigate the landing failure.[160][161] On Aug 30, the FAA approved the request for SpaceX to return Falcon 9 to launch.[162]","Launch of 21 Starlink v2 mini-satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. The booster was making its 23rd flight, a new record. The booster caught fire during the touchdown, immediately tipped over, and was destroyed. This marked the first landing failure in over three years, ending a streak of 267 successful landings and the first failure on the A Shortfall of Gravitas platform.[159] The FAA required SpaceX to investigate the landing failure.[160][161] On Aug 30, the FAA approved the request for SpaceX to return Falcon 9 to launch.[162]",SpaceX,Cape Canaveral,28.5721,-80.648,0
2024-08-31 07:43:00,F9 B5 B1069‑18,Starlink: Group 8-10 (21 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-08-31 08:48:00,F9 B5 B1081‑9,Starlink: Group 9-5 (21 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. New record for the time between missions from different pads, launching 1 hour and 5 minutes after the prior flight.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. New record for the time between missions from different pads, launching 1 hour and 5 minutes after the prior flight.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. New record for the time between missions from different pads, launching 1 hour and 5 minutes after the prior flight.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. New record for the time between missions from different pads, launching 1 hour and 5 minutes after the prior flight.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-09-05 15:33:00,F9 B5 B1077‑15,Starlink: Group 8-11 (21 satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.",SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-09-06 03:20:00,F9 B5 B1063‑20,NROL-113 (21 Starshield satellites),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,Launch of 21 Starshield satellites to 70° inclination orbit. Third launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office. Launch marked the 100th successful landing on the Of Course I Still Love You droneship.,Launch of 21 Starshield satellites to 70° inclination orbit. Third launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office. Launch marked the 100th successful landing on the Of Course I Still Love You droneship.,Launch of 21 Starshield satellites to 70° inclination orbit. Third launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office. Launch marked the 100th successful landing on the Of Course I Still Love You droneship.,Launch of 21 Starshield satellites to 70° inclination orbit. Third launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office. Launch marked the 100th successful landing on the Of Course I Still Love You droneship.,SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-09-10 09:23:00,F9 B5 B1083‑4,Polaris Dawn (Crew Dragon C207-3 Resilience),LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
,"First of two Crew Dragon missions for the Polaris Program. The rocket launched Crew Dragon with Jared Isaacman, Scott Poteet, Sarah Gillis and Anna Menon into an elliptic orbit, reaching an altitude of 1,400 kilometers (870 mi); the farthest anyone has been from Earth since NASA's Apollo program. During the five-day mission, Isaacman and Gillis performed the first commercial spacewalk.[168] The mission was also the first test of Dragon's laser interlink communication via Starlink.[169] Resilience has been modified extensively for this mission.[170]","First of two Crew Dragon missions for the Polaris Program. The rocket launched Crew Dragon with Jared Isaacman, Scott Poteet, Sarah Gillis and Anna Menon into an elliptic orbit, reaching an altitude of 1,400 kilometers (870 mi); the farthest anyone has been from Earth since NASA's Apollo program. During the five-day mission, Isaacman and Gillis performed the first commercial spacewalk.[168] The mission was also the first test of Dragon's laser interlink communication via Starlink.[169] Resilience has been modified extensively for this mission.[170]","First of two Crew Dragon missions for the Polaris Program. The rocket launched Crew Dragon with Jared Isaacman, Scott Poteet, Sarah Gillis and Anna Menon into an elliptic orbit, reaching an altitude of 1,400 kilometers (870 mi); the farthest anyone has been from Earth since NASA's Apollo program. During the five-day mission, Isaacman and Gillis performed the first commercial spacewalk.[168] The mission was also the first test of Dragon's laser interlink communication via Starlink.[169] Resilience has been modified extensively for this mission.[170]","First of two Crew Dragon missions for the Polaris Program. The rocket launched Crew Dragon with Jared Isaacman, Scott Poteet, Sarah Gillis and Anna Menon into an elliptic orbit, reaching an altitude of 1,400 kilometers (870 mi); the farthest anyone has been from Earth since NASA's Apollo program. During the five-day mission, Isaacman and Gillis performed the first commercial spacewalk.[168] The mission was also the first test of Dragon's laser interlink communication via Starlink.[169] Resilience has been modified extensively for this mission.[170]",SpaceX,Cape Canaveral,28.5721,-80.648,1
2024-09-12 08:52:00,F9 B5 B1078‑13,BlueBird Block 1 (5 satellites)[172],LEO,Success,SpaceX,Cape Canaveral,28.5721,-80.648,1
